iter	Passed	Remaining
631	4811	2801
632	4813	2790
633	4814	2779
634	4816	2768
635	4817	2757
636	4818	2745
637	4822	2736
638	4826	2726
639	4828	2716
640	4830	2705
641	4831	2694
642	4833	2683
643	4835	2672
644	4837	2662
645	4839	2651
646	4840	2640
647	4841	2629
648	4842	2618
649	4844	2608
650	4845	2597
651	4853	2590
652	4855	2580
653	4857	2570
654	4861	2560
655	4873	2555
656	4875	2545
657	4876	2534
658	4883	2526
659	4885	2517
660	4887	2506
661	4889	2496
662	4891	2486
663	4904	2481
664	4905	2471
665	4906	2460
666	4908	2450
667	4912	2441
668	4916	2432
669	4918	2422
670	4919	2412
671	4921	2402
672	4922	2391
673	4930	2384
674	4932	2374
675	4933	2364
676	4934	2354
677	4935	2344
678	4936	2333
679	4937	2323
680	4939	2313
681	4947	2307
682	4951	2298
683	4953	2288
684	4962	2281
685	4963	2272
686	4965	2262
687	4966	2252
688	4967	2242
689	4968	2232
690	4969	2222
691	4975	2214
692	4978	2205
693	4979	2195
694	4981	2185
695	4982	2176
696	4983	2166
697	4991	2159
698	4992	2149
699	4994	2140
700	4995	2130
701	4996	2121
702	4997	2111
703	4999	2101
704	5000	2092
705	5005	2084
706	5007	2075
707	5009	2065
708	5010	2056
709	5012	2047
710	5013	2037
711	5020	2030
712	5024	2022
713	5026	2013
714	5028	2004
715	5029	1995
716	5033	1986
717	5035	1977
718	5036	1968
719	5038	1959
720	5047	1953
721	5049	1944
722	5050	1935
723	5052	1925
724	5053	1916
725	5060	1909
726	5061	1900
727	5063	1891
728	5065	1882
729	5066	1874
730	5068	1865
731	5076	1858
732	5077	1849
733	5078	1840
734	5080	1831
735	5081	1822
736	5082	1813
737	5084	1805
738	5089	1797
739	5091	1788
740	5092	1780
741	5094	1771
742	5096	1762
743	5104	1756
744	5105	1747
745	5107	1738
746	5108	1730
747	5110	1721
748	5111	1712
749	5112	1704
750	5116	1696
751	5120	1688
752	5124	1681
753	5127	1672
754	5142	1668
755	5149	1661
756	5153	1654
757	5155	1645
758	5156	1637
759	5158	1628
760	5159	1620
761	5161	1612
762	5162	1603
763	5163	1595
764	5164	1586
765	5166	1578
766	5167	1569
767	5168	1561
768	5175	1554
769	5177	1546
770	5178	1538
771	5180	1530
772	5188	1523
773	5190	1515
774	5191	1507
775	5192	1499
776	5194	1490
777	5196	1482
778	5202	1475
779	5204	1468
780	5206	1459
781	5208	1451
782	5209	1443
783	5210	1435
784	5216	1428
785	5218	1420
786	5219	1412
787	5221	1404
788	5222	1396
789	5223	1388
790	5225	1380
791	5226	1372
792	5236	1366
793	5238	1359
794	5239	1351
795	5240	1343
796	5242	1335
797	5256	1330
798	5257	1322
799	5266	1316
800	5269	1309
801	5270	1301
802	5272	1293
803	5273	1285
804	5281	1279
805	5282	1271
806	5284	1263
807	5285	1255
808	5286	1248
809	5287	1240
810	5288	1232
811	5290	1224
812	5296	1218
813	5298	1210
814	5299	1203
815	5301	1195
816	5303	1187
817	5305	1180
818	5306	1172
819	5307	1165
820	5309	1157
821	5310	1149
822	5311	1142
823	5316	1135
824	5320	1128
825	5323	1121
826	5325	1114
827	5335	1108
828	5336	1100
829	5337	1093
830	5339	1085
831	5340	1078
832	5341	1070
833	5343	1063
834	5350	1057
835	5352	1049
836	5353	1042
837	5355	1035
838	5356	1027
839	5358	1020
840	5366	1014
841	5367	1007
842	5369	999
843	5370	992
844	5371	985
845	5372	977
846	5373	970
847	5378	964
848	5382	957
849	5384	950
850	5385	942
851	5386	935
852	5388	928
853	5395	922
854	5397	915
855	5398	908
856	5399	900
857	5400	893
858	5401	886
859	5403	879
860	5404	872
861	5409	865
862	5414	859
863	5416	852
864	5417	845
865	5419	838
866	5428	832
867	5430	825
868	5432	818
869	5433	811
870	5434	804
871	5435	797
872	5441	791
873	5444	784
874	5445	777
875	5447	771
876	5448	764
877	5450	757
878	5457	751
879	5458	744
880	5459	737
881	5461	730
882	5462	723
883	5463	716
884	5464	710
885	5465	703
886	5466	696
887	5474	690
888	5476	683
889	5478	677
890	5479	670
891	5480	663
892	5488	657
893	5490	650
894	5491	644
895	5492	637
896	5494	630
897	5495	624
898	5506	618
899	5510	612
900	5520	606
901	5522	599
902	5523	593
903	5524	586
904	5526	580
905	5527	573
906	5534	567
907	5536	560
908	5538	554
909	5540	547
910	5542	541
911	5553	535
912	5555	529
913	5556	522
914	5557	516
915	5559	509
916	5563	503
917	5566	497
918	5567	490
919	5569	484
920	5577	478
921	5579	472
922	5580	465
923	5582	459
924	5583	452
925	5584	446
926	5588	440
927	5594	434
928	5597	427
929	5598	421
930	5601	415
931	5604	408
932	5605	402
933	5607	396
934	5608	389
935	5609	383
936	5611	377
937	5612	370
938	5620	365
939	5622	358
940	5625	352
941	5627	346
942	5634	340
943	5636	334
944	5637	328
945	5639	321
946	5640	315
947	5641	309
948	5642	303
949	5652	297
950	5654	291
951	5655	285
952	5657	279
953	5664	273
954	5667	267
955	5669	260
956	5671	254
957	5672	248
958	5674	242
959	5682	236
960	5685	230
961	5687	224
962	5689	218
963	5696	212
964	5698	206
965	5699	200
966	5700	194
967	5701	188
968	5703	182
969	5706	176
970	5711	170
971	5713	164
972	5714	158
973	5717	152
974	5742	147
975	5744	141
976	5746	135
977	5749	129
978	5759	123
979	5761	117
980	5762	111
981	5763	105
982	5765	99
983	5775	93
984	5778	88
985	5780	82
986	5792	76
987	5793	70
988	5795	64
989	5796	58
990	5798	52
991	5805	46
992	5808	40
993	5809	35
994	5811	29
995	5813	23
996	5822	17
997	5823	11
998	5825	5
999	5826	0
